uid,year,region,service_state,grantee_name,grant_number,grant_type,program_name,program_number,program_type,total_cumulative_enrollment,total_cumulative_enrolled_children,newly_enrolled_children,less_than_1_year_old,x1_year_old,x2_years_old,x3_years_old,x4_years_old,x5_years_and_older,pregnant_women,income_eligibility,receipt_of_public_assistance_eligibility,foster_children_eligibility,homeless_children_eligibility,over_income_eligibility,income_between_100_percent_and_130_percent_of_poverty_eligibility,hispanic_or_latino_origin_any_race_enrollees,asian_non_hispanic_enrollees,black_or_african_american_non_hispanic_enrollees,native_hawaiian_pacific_islander_non_hispanic_enrollees,white_non_hispanic_enrollees,biracial_or_multi_racial_non_hispanic_enrollees,other_race_non_hispanic_enrollees,total_noncontracted_staff,total_contracted_staff,total_departed_staff,total_departed_noncontracted_staff,total_departed_contracted_staff,total_hs_prek_teachers,total_ehs_it_teachers,total_departed_teachers,children_with_health_insurance_at_enrollment,children_with_health_insurance_at_end_of_enrollment_year,children_with_ongoing_source_of_continuous_accessible_health_care_at_enrollment_start,children_with_ongoing_source_of_continuous_accessible_health_care_at_end_enrollment,children_up_to_date_on_epdst_at_enrollment_start,children_up_to_date_on_epdst_at_enrollment_end,hs_prek_children_with_an_iep,ehs_it_children_with_an_iep,hs_prek_health_impairment,hs_prek_emotional_disturbance,hs_prek_speech_impairment,hs_prek_intellectual_disabilities,hs_prek_hearing_impairment,hs_prek_orthopedic_impairment,hs_prek_visual_impairment,hs_prek_specific_learning_disabilities,hs_prek_autism,hs_prek_traumatic_brain_injury,hs_prek_non_categorical_developmental_delay,hs_prek_multiple_disabilities_excluding_deaf_blind,hs_prek_deaf_blind,newly_enrolled_children_who_completed_behavorial_screenings,homeless_children_served,foster_care_children_served
09CH9168-000-2019,2019,Region 9,NV,Head Start of Northeastern Nevada,09CH9168,CH,Head Start of Northeastern Nevada,000,HS,129,129,79,0,0,10,46,73,0,0,36,8,15,46,12,12,49,1,5,0,59,2,0,58,0,3,3,0,18,NA,2,117,115,115,124,44,67,17,NA,0,0,3,0,0,0,0,0,1,0,13,0,0,14,46,14
09CH9168-200-2019,2019,Region 9,NV,Head Start of Northeastern Nevada,09CH9168,CH,Head Start of Northeastern Nevada,200,EHS,54,53,32,10,17,26,0,0,0,1,7,8,5,28,5,1,22,0,1,0,27,2,0,25,0,2,2,0,NA,15,1,49,50,45,49,9,25,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,23,7
09CH9191-000-2019,2019,Region 9,NV,Community Services Agency,09CH9191,CH,Community Services Agency,000,HS,614,614,374,0,0,73,256,285,0,0,253,73,28,158,53,49,143,9,48,5,137,28,0,89,0,11,11,0,25,NA,4,573,563,515,552,189,540,67,NA,1,0,15,0,0,0,0,0,0,0,51,0,0,319,170,33
09HP000112-201-2019,2019,Region 9,NV,"Acelero, Inc.",09HP000112,HP,Acelero Learning Clark County,201,EHS,139,139,69,25,60,49,5,0,0,0,61,21,15,36,1,5,41,3,64,4,16,8,0,301,0,37,37,0,NA,36,9,138,138,138,139,27,68,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,68,18,17
09HP0028-200-2019,2019,Region 9,NV,Community Services Agency,09HP0028,HP,Community Services Agency,200,EHS,104,104,51,33,30,39,2,0,0,0,39,11,11,33,2,8,29,4,15,1,28,5,0,45,0,1,1,0,NA,29,29,101,93,95,90,47,58,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,12
09HP0030-200-2019,2019,Region 9,NV,Sunrise Children's Foundation,09HP0030,HP,Sunrise Children's Foundation,200,EHS,306,306,160,77,122,107,0,0,0,0,229,12,36,17,12,0,112,4,112,2,32,35,4,107,0,40,40,0,NA,57,36,301,300,301,290,245,245,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,129,8,40
09CH010606-000-2019,2019,Region 9,PW,Palau Community Action Agency,09CH010606,CH,PALAU COMMUNITY ACTION AGENCY,000,HS,435,435,226,0,0,11,100,170,154,0,402,0,0,0,33,0,0,48,0,379,2,6,0,96,0,8,8,0,21,NA,3,409,409,350,435,196,402,8,NA,0,0,0,0,0,0,1,0,2,0,5,0,0,177,0,0
09HP000109-200-2019,2019,Region 9,AZ,"Urban Strategies, LLC",09HP000109,HP,"URBAN STRATEGIES, LLC",200,EHS,106,106,59,37,31,35,3,0,0,0,70,11,2,8,6,9,92,1,10,0,0,0,1,46,0,22,22,0,NA,14,12,101,104,99,106,32,49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,2
10CH010235-000-2019,2019,Region 10,AK,"Play N Learn, Inc.",10CH010235,CH,Thrivalaska Head Start Birth to Five,000,HS,145,145,104,0,0,0,64,79,2,0,69,14,13,10,14,25,22,3,20,3,58,30,0,47,0,12,12,0,8,NA,5,145,145,119,90,0,48,40,NA,1,0,25,0,0,0,0,0,1,0,13,0,0,91,10,15
10CH010235-200-2019,2019,Region 10,AK,"Play N Learn, Inc.",10CH010235,CH,Thrivalaska Head Start Birth to Five,200,EHS,25,25,10,6,11,6,2,0,0,0,2,8,7,6,0,2,1,3,1,0,9,7,0,14,0,1,1,0,NA,6,0,25,25,10,18,25,24,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,9
10CH010413-000-2019,2019,Region 10,AK,"Kids' Corps, Inc.",10CH010413,CH,"Kids' Corps, Inc.",000,HS,287,287,234,0,0,2,81,204,0,0,213,8,8,41,17,0,49,65,38,47,28,42,0,74,8,20,20,0,15,NA,5,268,273,270,282,264,267,53,NA,0,0,36,0,0,0,0,0,1,0,16,0,0,221,60,13
10CH010413-200-2019,2019,Region 10,AK,"Kids' Corps, Inc.",10CH010413,CH,"KIDS' CORPS, INC.",200,EHS,24,23,8,7,11,5,0,0,0,1,16,2,2,4,0,0,9,1,2,1,7,2,0,25,2,8,8,0,NA,5,3,22,22,22,22,12,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4
10CH0211-000-2019,2019,Region 10,AK,CCS Early Learning,10CH0211,CH,CCS Early Learning,000,HS,293,293,201,0,0,18,122,153,0,0,166,24,32,50,21,0,26,1,8,3,162,38,0,70,14,21,21,0,13,NA,11,276,286,269,285,18,150,27,NA,0,0,17,0,0,0,0,0,0,0,10,0,0,157,50,35
10CH0211-200-2019,2019,Region 10,AK,CCS Early Learning,10CH0211,CH,CCS Early Learning,200,EHS,106,95,37,29,19,36,11,0,0,11,59,8,15,14,10,0,14,0,0,0,52,19,0,11,4,2,2,0,NA,4,2,93,93,88,88,14,54,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,19,19
10CH0215-000-2019,2019,Region 10,AK,"Rural Alaska Community Action Program, Inc.",10CH0215,CH,"Rural Alaska Community Action Program, Inc",000,HS,648,648,409,0,0,39,309,300,0,0,397,36,21,9,114,71,37,20,3,5,100,92,0,186,2,25,25,0,30,NA,2,612,614,646,648,0,259,67,NA,2,0,38,0,0,0,0,0,1,0,26,0,0,359,12,22
10CH0215-200-2019,2019,Region 10,AK,"Rural Alaska Community Action Program, Inc.",10CH0215,CH,"Rural Alaska Community Action Program, Inc",200,EHS,169,169,89,60,48,61,0,0,0,0,130,10,1,5,15,8,0,0,0,0,0,4,0,41,0,6,6,0,NA,0,0,160,160,169,169,5,15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,5,2
10HP000092-200-2019,2019,Region 10,AK,CCS Early Learning,10HP000092,HP,CCS Early Learning,200,EHS,52,52,26,19,17,12,4,0,0,0,17,5,22,8,0,0,6,1,1,0,26,5,0,18,4,9,9,0,NA,12,4,50,51,51,51,15,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,25
10CH010260-000-2019,2019,Region 10,ID,Eastern Idaho Community Action Partnership,10CH010260,CH,Eastern Idaho Community Action Partnership,000,HS,262,262,168,0,0,1,124,137,0,0,162,36,3,13,22,26,102,5,3,0,140,8,1,62,0,11,11,0,12,NA,5,256,255,260,260,146,226,19,NA,0,0,4,0,0,0,0,0,1,0,14,0,0,143,18,10
10CH010280-000-2019,2019,Region 10,ID,Lewis-Clark Early Childhood Program,10CH010280,CH,Lewis-Clark Early Childhood Program,000,HS,344,344,219,0,0,0,153,191,0,0,203,23,14,34,34,36,39,0,5,0,268,11,5,112,0,21,21,0,19,NA,3,323,308,279,282,214,297,80,NA,3,0,34,1,1,0,0,0,2,0,39,0,0,12,37,17
10CH010280-200-2019,2019,Region 10,ID,Lewis-Clark Early Childhood Program,10CH010280,CH,Lewis-Clark Early Childhood Program,200,EHS,114,104,54,24,34,46,0,0,0,10,68,10,8,24,1,3,9,0,0,1,93,7,0,67,0,12,12,0,NA,14,3,87,84,70,68,77,92,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,15,14
10CH010421-000-2019,2019,Region 10,ID,Western Idaho Community Action Partnership,10CH010421,CH,Western Idaho Community Action Partnership,000,HS,503,503,339,0,0,43,162,295,3,0,230,52,56,146,19,0,256,3,1,3,229,5,1,137,0,14,14,0,22,NA,7,494,494,486,486,232,448,62,NA,3,0,27,2,0,0,0,1,1,0,28,0,0,295,101,54
10CH010421-200-2019,2019,Region 10,ID,Western Idaho Community Action Partnership,10CH010421,CH,Western Idaho Community Action Partnership,200,EHS,248,223,128,74,83,66,0,0,0,25,124,25,12,77,10,0,124,0,3,3,107,7,1,59,0,5,5,0,NA,0,0,215,217,212,215,43,190,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,67,14
10CH010422-000-2019,2019,Region 10,ID,College of Southern Idaho,10CH010422,CH,College of Southern Idaho Head Start,000,HS,581,581,428,0,0,0,187,394,0,0,395,52,15,16,27,76,339,14,3,0,204,8,7,161,0,48,48,0,24,NA,4,547,549,416,536,286,527,44,NA,0,0,16,0,1,0,0,0,1,0,26,0,0,410,43,11
10CH010422-200-2019,2019,Region 10,ID,College of Southern Idaho,10CH010422,CH,COLLEGE OF SOUTHERN IDAHO EARLY HEAD START,200,EHS,166,151,86,45,51,55,0,0,0,15,108,21,8,9,6,14,94,7,2,0,53,7,1,45,0,5,5,0,NA,6,0,150,150,150,151,65,139,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,5,5
10CH010540-200-2019,2019,Region 10,ID,"Jannus, Inc.",10CH010540,CH,"JANNUS, INC.",200,EHS,251,229,103,79,79,58,13,0,0,22,97,43,32,41,25,13,28,0,1,0,198,23,0,30,0,2,2,0,NA,0,0,224,228,223,224,201,188,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,37,37
10CH010756-000-2019,2019,Region 10,ID,"Friends of Children & Families, Inc.",10CH010756,CH,"FRIENDS OF CHILDREN & FAMILIES, INC",000,HS,452,452,401,0,0,12,59,381,0,0,223,50,5,46,26,102,143,22,47,3,212,16,4,112,0,12,12,0,20,NA,2,433,434,446,449,249,406,68,NA,2,0,34,0,2,0,0,0,3,0,27,0,0,385,63,8
10CH010756-200-2019,2019,Region 10,ID,"Friends of Children & Families, Inc.",10CH010756,CH,"FRIENDS OF CHILDREN & FAMILIES, INC",200,EHS,119,113,56,40,33,40,0,0,0,6,70,20,0,21,2,6,48,11,6,0,51,1,0,34,0,4,4,0,NA,0,0,112,112,112,111,57,80,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,26,4
10CH0204-000-2019,2019,Region 10,ID,Pocatello School District No. 25,10CH0204,CH,POCATELLO SCHOOL DISTRICT #25,000,HS,209,209,161,0,0,0,59,150,0,0,151,30,5,14,0,9,42,1,4,0,145,13,0,38,1,6,6,0,10,NA,3,206,206,180,180,124,83,22,NA,0,0,9,0,0,0,0,0,2,0,11,0,0,69,15,6
10CH9993-000-2019,2019,Region 10,ID,North Idaho College,10CH9993,CH,North Idaho College Head Start,000,HS,352,352,267,0,0,0,119,233,0,0,202,40,30,63,17,0,37,1,2,4,281,11,0,84,0,0,0,0,17,NA,1,342,348,332,347,165,287,73,NA,0,0,41,0,0,0,1,0,1,0,30,0,0,252,74,35
10HP0004-200-2019,2019,Region 10,ID,Eastern Idaho Community Action Partnership,10HP0004,HP,Eastern Idaho Community Action Partnership,200,EHS,81,81,40,14,25,42,0,0,0,0,45,12,1,10,5,8,37,0,1,0,41,2,0,50,0,15,15,0,NA,16,8,81,81,80,80,17,23,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,1
10CH010088-000-2019,2019,Region 10,OR,Mt Hood Community College,10CH010088,CH,Mt. Hood Community College,000,HS,1045,1045,663,0,0,22,410,591,22,0,496,185,55,73,73,163,420,79,173,22,234,74,17,243,7,51,51,0,44,NA,13,1015,1036,1020,1027,963,1021,206,NA,2,0,99,0,2,0,0,0,22,0,81,0,0,575,64,56
10CH010088-200-2019,2019,Region 10,OR,Mt Hood Community College,10CH010088,CH,Mt. Hood Community College,200,EHS,277,272,132,66,77,92,37,0,0,5,146,67,14,35,2,13,126,7,44,2,66,19,8,74,2,11,11,0,NA,8,2,270,269,270,271,206,263,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,22,17
10CH010198-000-2019,2019,Region 10,OR,Malheur County Child Development Center,10CH010198,CH,Malheur County Child Development Center,000,HS,195,195,133,0,0,0,73,122,0,0,116,40,11,11,6,11,123,0,4,0,59,8,1,52,0,9,9,0,9,NA,3,193,194,191,194,161,174,38,NA,1,0,20,0,2,0,0,0,3,0,12,0,0,133,18,13
10CH010198-200-2019,2019,Region 10,OR,Malheur County Child Development Center,10CH010198,CH,Malheur County Child Development Center,200,EHS,28,28,12,5,11,12,0,0,0,0,19,4,1,2,2,0,17,0,0,0,8,0,1,5,0,0,0,0,NA,0,0,27,27,28,28,25,27,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,3
10CH010216-000-2019,2019,Region 10,OR,Klamath Family Head Start,10CH010216,CH,KLAMATH FAMILY HEAD START,000,HS,375,375,247,0,0,10,134,231,0,0,181,44,13,95,21,21,104,1,5,0,225,28,2,108,0,22,22,0,17,NA,3,371,374,339,366,106,302,51,NA,0,0,37,0,0,0,0,0,0,0,14,0,0,184,90,22
10CH010216-200-2019,2019,Region 10,OR,Klamath Family Head Start,10CH010216,CH,KLAMATH FAMILY HEAD START,200,EHS,51,50,33,8,11,31,0,0,0,1,9,9,4,29,0,0,12,0,3,0,28,6,0,23,0,3,3,0,NA,3,2,49,50,43,50,21,37,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,25,9
10CH010259-000-2019,2019,Region 10,OR,Community Action Team Inc. of Columbia County,10CH010259,CH,Child & Family Development Program,000,HS,422,422,300,0,0,8,179,235,0,0,209,33,20,45,45,70,97,2,3,2,277,28,1,99,0,13,13,0,21,NA,6,391,406,375,380,23,380,90,NA,0,0,60,0,1,0,1,1,3,0,24,0,0,217,55,30
10CH010609-000-2019,2019,Region 10,OR,Head Start of Yamhill County,10CH010609,CH,Head Start of Yamhill County,000,HS,360,360,192,0,0,0,147,213,0,0,155,29,17,51,35,73,111,0,5,1,170,21,0,139,0,42,42,0,23,NA,7,351,358,357,359,238,328,59,NA,2,0,16,0,1,0,0,0,0,0,21,12,0,192,51,17
10CH010609-200-2019,2019,Region 10,OR,Head Start of Yamhill County,10CH010609,CH,Head Start of Yamhill County,200,EHS,187,182,97,31,46,69,36,0,0,5,94,31,5,25,10,22,61,0,1,0,104,7,0,44,0,6,6,0,NA,0,0,179,181,178,182,93,166,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,25,5
10CH010717-000-2019,2019,Region 10,OR,"Southern Oregon Child & Family Council, Inc.",10CH010717,CH,"SOUTHERN OREGON CHILD & FAMILY COUNCIL, INC",000,HS,1212,1212,881,0,0,5,492,715,0,0,444,384,74,128,121,61,331,8,16,8,775,49,0,334,0,112,112,0,54,NA,16,1192,1198,1160,1193,753,1003,183,NA,0,0,133,0,2,3,1,2,0,0,42,0,0,881,236,87
10CH010717-200-2019,2019,Region 10,OR,"Southern Oregon Child & Family Council, Inc.",10CH010717,CH,"SOUTHERN OREGON CHILD & FAMILY COUNCIL, INC",200,EHS,229,215,146,55,54,106,0,0,0,14,63,66,28,56,16,0,62,0,1,0,148,11,2,116,0,26,26,0,NA,31,11,214,214,209,214,71,190,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,61,28
10CH010719-000-2019,2019,Region 10,OR,Portland Public Schools,10CH010719,CH,PORTLAND PUBLIC SCHOOLS HEAD START PROGRAM,000,HS,829,829,554,0,0,0,326,503,0,0,448,72,33,107,64,105,285,112,133,15,200,70,0,208,0,21,21,0,39,NA,1,782,783,711,782,157,617,170,NA,1,0,88,0,2,1,1,0,10,0,65,2,0,415,130,33
10CH010789-000-2019,2019,Region 10,OR,United Community Action Network,10CH010789,CH,UNITED COMMUNITY ACTION NETWORK,000,HS,377,377,267,0,0,0,146,231,0,0,189,54,36,59,20,19,45,4,2,1,304,15,0,93,0,15,15,0,19,NA,3,365,363,365,358,198,359,94,NA,0,0,73,0,1,1,0,0,1,0,18,0,0,244,60,39
10CH010789-200-2019,2019,Region 10,OR,United Community Action Network,10CH010789,CH,UNITED COMMUNITY ACTION NETWORK,200,EHS,81,78,45,22,29,27,0,0,0,3,40,8,9,18,2,4,11,1,1,0,64,4,0,31,0,4,4,0,NA,4,1,76,77,74,66,32,60,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,11,10
10CH010820-000-2019,2019,Region 10,OR,Clackamas County Children's Commission,10CH010820,CH,Clackamas County Children's Commission,000,HS,805,805,564,0,0,24,301,480,0,0,180,97,38,418,52,20,260,15,20,2,425,68,13,157,0,35,35,0,32,NA,22,779,790,759,781,538,563,184,NA,1,2,110,0,1,0,1,5,9,0,54,0,0,514,404,39
10CH010820-200-2019,2019,Region 10,OR,Clackamas County Children's Commission,10CH010820,CH,Clackamas County Children's Commission,200,EHS,110,102,70,18,32,52,0,0,0,8,26,10,1,70,3,0,61,0,4,0,34,7,4,19,0,5,5,0,NA,2,0,99,92,84,102,97,102,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,81,8
10CH0203-000-2019,2019,Region 10,OR,"Umatilla Morrow Head Start, Inc.",10CH0203,CH,Umatilla-Morrow Head Start,000,HS,729,729,483,0,0,30,283,416,0,0,418,133,24,12,57,85,342,0,7,1,368,5,2,179,4,30,30,0,33,NA,8,706,710,719,721,520,570,91,NA,0,0,50,1,2,0,0,0,1,0,37,0,0,440,20,30
10CH0203-200-2019,2019,Region 10,OR,"Umatilla Morrow Head Start, Inc.",10CH0203,CH,Umatilla-Morrow Head Start,200,EHS,134,131,79,35,52,44,0,0,0,3,97,19,4,1,1,12,80,0,1,0,48,4,0,29,0,5,5,0,NA,7,0,129,130,118,131,81,98,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,4,6
10CH0206-000-2019,2019,Region 10,OR,Eastern Oregon University,10CH0206,CH,EASTERN OREGON UNIVERSITY,000,HS,222,222,150,0,0,0,67,155,0,0,109,58,7,30,7,11,21,3,1,5,174,13,3,60,3,1,1,0,10,NA,0,215,221,191,210,110,161,39,NA,0,0,24,0,0,0,0,0,0,0,15,0,0,143,46,5
10CH0212-000-2019,2019,Region 10,OR,Head Start of Lane County,10CH0212,CH,Head Start of Lane County,000,HS,1157,1157,711,0,0,25,478,654,0,0,466,257,88,95,83,168,352,6,21,3,635,89,5,292,0,53,53,0,56,NA,11,1105,1132,1083,1130,403,872,284,NA,1,0,126,1,2,0,0,0,0,0,153,1,0,540,190,104
10CH0212-200-2019,2019,Region 10,OR,Head Start of Lane County,10CH0212,CH,Head Start of Lane County,200,EHS,137,135,83,27,46,62,0,0,0,2,60,26,18,20,2,11,56,1,7,1,61,7,1,85,0,13,13,0,NA,3,1,126,128,126,129,0,113,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,37,20
10CH0214-000-2019,2019,Region 10,OR,Oregon Coast Community Action,10CH0214,CH,Oregon Coast Community Action,000,HS,440,440,284,0,0,12,166,262,0,0,199,25,37,93,38,48,63,6,2,0,327,14,1,127,0,24,24,0,21,NA,3,424,434,412,427,190,356,76,NA,1,0,48,0,1,3,1,0,3,1,18,0,0,256,92,49
10CH0214-200-2019,2019,Region 10,OR,Oregon Coast Community Action,10CH0214,CH,Oregon Coast Community Action,200,EHS,106,97,60,26,42,29,0,0,0,9,51,4,9,36,6,0,17,0,1,1,77,3,0,39,0,6,6,0,NA,4,1,95,94,95,95,59,80,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,31,10
10CH0216-000-2019,2019,Region 10,OR,Community Services Consortium,10CH0216,CH,COMMUNITY SERVICES CONSORTIUM HEAD START,000,HS,188,188,130,0,0,0,76,112,0,0,81,17,12,36,16,26,49,0,1,0,94,10,0,33,0,3,3,0,8,NA,1,179,181,179,181,110,131,29,NA,0,0,23,1,1,0,0,0,1,0,3,0,0,128,44,14
10CH0217-000-2019,2019,Region 10,OR,Albina Head Start,10CH0217,CH,ALBINA HEAD START,000,HS,691,691,367,0,0,0,314,377,0,0,361,109,23,29,58,111,225,21,359,6,74,0,0,162,0,11,11,0,33,NA,3,688,689,688,689,622,631,108,NA,0,5,100,0,0,0,0,1,2,0,0,0,0,353,120,31
10CH0217-200-2019,2019,Region 10,OR,Albina Head Start,10CH0217,CH,ALBINA HEAD START,200,EHS,567,521,252,160,174,187,0,0,0,46,370,72,20,29,17,59,224,25,269,3,45,0,0,146,0,17,17,0,NA,62,6,516,517,518,518,66,372,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,108,19
10CH0221-000-2019,2019,Region 10,OR,"Mid-Columbia Children's Council, Inc.",10CH0221,CH,"MID-COLUMBIA CHILDREN'S COUNCIL, INC",000,HS,406,406,268,0,0,0,196,210,0,0,195,42,23,29,37,80,165,1,5,5,205,14,0,99,0,8,8,0,24,NA,0,401,404,396,397,290,353,95,NA,1,0,59,0,0,0,0,0,4,0,30,1,0,200,33,26
10CH0221-200-2019,2019,Region 10,OR,"Mid-Columbia Children's Council, Inc.",10CH0221,CH,"MID-COLUMBIA CHILDREN'S COUNCIL, INC",200,EHS,220,203,130,64,67,72,0,0,0,17,112,34,17,10,11,36,92,1,3,4,102,7,0,48,1,0,0,0,NA,15,0,199,199,197,198,142,127,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,11,19
10CH0222-000-2019,2019,Region 10,OR,Kids & Company of Linn County,10CH0222,CH,KIDS & COMPANY OF LINN COUNTY,000,HS,485,485,318,0,0,11,175,299,0,0,165,86,21,113,44,56,125,8,7,2,306,28,0,141,1,33,33,0,28,NA,3,466,481,464,485,354,417,101,NA,0,1,83,1,1,2,0,0,10,0,1,1,1,318,113,30
10CH0222-200-2019,2019,Region 10,OR,Kids & Company of Linn County,10CH0222,CH,KIDS & COMPANY OF LINN COUNTY,200,EHS,77,76,38,19,21,36,0,0,0,1,22,21,6,20,3,5,19,2,0,1,45,10,0,49,0,7,7,0,NA,5,0,74,74,75,75,43,61,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,19,6
10CH0223-200-2019,2019,Region 10,OR,Family Building Blocks,10CH0223,CH,Family Building Blocks,200,EHS,174,164,74,62,49,47,6,0,0,10,89,15,3,59,8,0,107,2,2,10,38,9,5,26,0,8,8,0,NA,4,4,161,161,159,159,164,164,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,47,4
10CH0227-000-2019,2019,Region 10,OR,"Mid-Willamette Valley Community Action Agency, Inc.",10CH0227,CH,MID-WILLAMETTE VALLEY CAA,000,HS,914,914,578,0,0,0,374,539,1,0,350,166,38,152,85,123,579,7,14,5,264,26,3,192,1,26,25,1,43,NA,8,898,903,898,907,605,788,155,NA,1,1,70,1,1,0,0,0,1,0,78,2,0,507,154,47
10CH0227-200-2019,2019,Region 10,OR,"Mid-Willamette Valley Community Action Agency, Inc.",10CH0227,CH,MID-WILLAMETTE VALLEY CAA,200,EHS,132,131,84,14,32,84,1,0,0,1,58,26,8,24,8,8,88,1,2,0,34,5,0,32,0,3,3,0,NA,12,0,129,130,127,129,79,121,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,17,8
10CH10044-000-2019,2019,Region 10,OR,Harney Education Services District,10CH10044,CH,Harney ESD Region XVII,000,HS,89,89,55,0,0,1,45,43,0,0,39,9,14,6,7,14,1,2,1,0,75,2,0,13,0,0,0,0,2,NA,0,78,79,82,82,0,58,25,NA,1,0,22,0,0,0,0,0,1,0,0,0,0,55,11,17
10CH10066-000-2019,2019,Region 10,OR,Community Action Organization,10CH10066,CH,Community Action Organization,000,HS,884,884,597,0,0,7,377,500,0,0,314,38,31,300,78,123,545,29,59,15,193,35,0,114,0,14,14,0,50,NA,14,841,816,835,855,505,553,200,NA,0,0,98,0,0,0,0,1,0,0,100,1,0,350,147,35
10CH10066-200-2019,2019,Region 10,OR,Community Action Organization,10CH10066,CH,Community Action Organization,200,EHS,153,147,82,44,52,51,0,0,0,6,56,4,3,70,5,15,110,3,7,0,27,2,0,32,0,3,3,0,NA,7,1,137,122,139,129,84,99,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,24,4
10CH10090-000-2019,2019,Region 10,OR,NeighborImpact,10CH10090,CH,NeighborImpact Head Start,000,HS,502,502,345,0,0,3,216,283,0,0,345,56,22,34,19,26,121,1,7,2,351,12,2,224,5,28,28,0,22,NA,6,487,498,477,498,366,401,63,NA,1,0,31,0,0,0,0,0,0,0,31,0,0,301,64,39
10CH10090-200-2019,2019,Region 10,OR,NeighborImpact,10CH10090,CH,NeighborImpact Head Start,200,EHS,36,35,15,11,8,12,4,0,0,1,23,1,5,2,2,3,12,0,0,1,23,0,0,3,0,0,0,0,NA,0,0,34,34,34,34,4,22,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5
10HP000086-200-2019,2019,Region 10,OR,Mt Hood Community College,10HP000086,HP,Mt Hood Community College,200,EHS,52,52,32,2,16,25,9,0,0,0,35,4,5,3,2,3,18,1,16,0,11,5,0,18,0,4,4,0,NA,8,2,52,52,51,51,44,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,5
10HP0001-200-2019,2019,Region 10,OR,"Mid-Willamette Valley Community Action Agency, Inc.",10HP0001,HP,"Mid-Willamette Valley Community Action Agency, Inc.",200,EHS,87,84,32,27,29,20,8,0,0,3,59,6,0,18,3,1,66,0,4,0,16,1,0,7,19,3,1,2,NA,4,1,82,83,81,82,35,72,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,1
10HP0005-200-2019,2019,Region 10,OR,"Umatilla Morrow Head Start, Inc.",10HP0005,HP,Umatilla-Morrow Head Start,200,EHS,98,98,52,30,33,33,2,0,0,0,44,23,7,2,9,13,21,0,1,0,69,5,0,11,5,0,0,0,NA,7,0,96,96,76,95,55,67,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,9
